Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
38,No,Travel_Rarely,Research & Development,2,5,Medical,1,560,Male,1,Research Scientist,Married,3057,6,Y,13,80,1,6,0,1,0,1
34,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,561,Female,2,Manufacturing Director,Divorced,5121,3,Y,14,80,1,7,3,0,0,0
52,No,Travel_Rarely,Sales,3,4,Marketing,1,562,Male,4,Manager,Married,16856,1,Y,11,80,0,34,3,34,1,16
33,Yes,Travel_Rarely,Research & Development,1,4,Other,1,563,Male,1,Research Scientist,Single,2686,1,Y,13,80,0,10,2,10,7,8
25,No,Travel_Rarely,Sales,26,1,Medical,1,564,Female,2,Sales Executive,Single,6180,1,Y,23,80,0,6,5,6,1,4
45,No,Travel_Rarely,Sales,2,2,Technical Degree,1,565,Male,2,Sales Representative,Single,6632,0,Y,13,80,0,9,3,8,3,1
23,No,Travel_Rarely,Research & Development,10,1,Medical,1,566,Male,1,Research Scientist,Single,3505,1,Y,18,80,0,2,3,2,0,2
47,Yes,Travel_Frequently,Sales,27,2,Life Sciences,1,567,Female,2,Sales Executive,Single,6397,4,Y,12,80,0,8,2,5,1,3
34,No,Travel_Rarely,Sales,2,3,Other,1,568,Male,2,Sales Executive,Single,6274,1,Y,22,80,0,6,5,6,1,4
55,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,569,Male,5,Manager,Married,19859,5,Y,13,80,1,24,2,5,1,4
36,No,Non-Travel,Sales,8,4,Life Sciences,1,570,Male,3,Sales Executive,Single,7587,1,Y,15,80,0,10,1,10,0,9
52,No,Non-Travel,Research & Development,19,4,Medical,1,571,Male,1,Research Scientist,Married,4258,0,Y,18,80,1,5,3,4,1,2
26,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,572,Female,1,Laboratory Technician,Divorced,4364,3,Y,14,80,1,5,2,2,2,0
29,No,Travel_Rarely,Research & Development,27,3,Medical,1,573,Female,2,Healthcare Representative,Married,4335,4,Y,12,80,1,11,3,8,1,1
26,Yes,Travel_Rarely,Sales,8,3,Technical Degree,1,574,Male,2,Sales Executive,Single,5326,6,Y,17,80,0,6,2,4,1,2
34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,575,Female,1,Research Scientist,Single,3280,2,Y,16,80,0,10,2,4,1,3
54,No,Travel_Rarely,Research & Development,19,4,Medical,1,576,Female,2,Manufacturing Director,Divorced,5485,9,Y,11,80,2,9,4,5,1,4
27,No,Travel_Frequently,Sales,8,1,Marketing,1,577,Male,2,Sales Executive,Married,4342,0,Y,19,80,1,5,3,4,1,1
37,No,Travel_Rarely,Research & Development,10,1,Life Sciences,1,578,Female,1,Research Scientist,Divorced,2782,0,Y,13,80,2,6,3,5,4,3
38,No,Travel_Frequently,Research & Development,2,4,Life Sciences,1,579,Female,2,Manufacturing Director,Single,5980,6,Y,12,80,0,17,2,15,4,12
34,No,Travel_Rarely,Research & Development,2,4,Medical,1,580,Female,1,Research Scientist,Single,4381,1,Y,11,80,0,6,3,6,1,3
35,No,Travel_Rarely,Sales,8,4,Life Sciences,1,581,Female,1,Sales Representative,Married,2572,1,Y,16,80,1,3,1,3,0,2
30,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,582,Male,1,Laboratory Technician,Married,3833,3,Y,21,80,2,7,2,2,0,2
40,No,Travel_Frequently,Research & Development,2,2,Medical,1,583,Female,2,Healthcare Representative,Married,4244,1,Y,24,80,1,8,2,8,3,7
34,No,Travel_Rarely,Sales,8,2,Life Sciences,1,584,Female,2,Sales Executive,Married,6500,5,Y,17,80,1,6,1,3,1,2
42,No,Travel_Frequently,Research & Development,8,3,Life Sciences,1,585,Male,5,Manager,Divorced,18430,1,Y,13,80,1,24,4,24,14,9
23,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,1,586,Male,1,Laboratory Technician,Married,1601,1,Y,21,80,2,1,2,0,0,0
24,No,Non-Travel,Research & Development,9,3,Life Sciences,1,587,Male,1,Laboratory Technician,Divorced,2694,1,Y,11,80,3,1,4,1,0,0
52,No,Travel_Rarely,Research & Development,11,4,Life Sciences,1,588,Female,2,Laboratory Technician,Married,3149,8,Y,20,80,1,9,3,5,1,4
50,No,Travel_Rarely,Research & Development,2,3,Medical,1,589,Male,4,Research Director,Married,17639,5,Y,16,80,0,30,3,4,0,3
29,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,590,Female,1,Laboratory Technician,Married,2319,1,Y,11,80,1,1,1,1,0,0
33,No,Travel_Rarely,Research & Development,7,3,Medical,1,591,Male,3,Research Director,Married,11691,0,Y,11,80,0,14,3,13,3,7
33,Yes,Travel_Rarely,Sales,16,3,Marketing,1,592,Female,2,Sales Executive,Single,5324,5,Y,15,80,0,6,3,3,0,2
47,No,Travel_Rarely,Research & Development,2,2,Other,1,593,Female,4,Manager,Married,16752,1,Y,11,80,1,26,3,26,3,0
36,No,Travel_Rarely,Research & Development,1,3,Other,1,594,Female,2,Manufacturing Director,Married,5228,0,Y,15,80,1,10,2,9,0,5
29,No,Travel_Rarely,Research & Development,23,2,Life Sciences,1,595,Male,1,Research Scientist,Married,2700,1,Y,24,80,1,10,3,10,0,7
58,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,596,Male,5,Research Director,Single,19246,7,Y,12,80,0,40,2,31,13,8
35,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,597,Female,1,Research Scientist,Single,2506,3,Y,13,80,0,7,0,2,2,2
42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,598,Female,2,Manufacturing Director,Married,6062,9,Y,13,80,1,8,4,4,0,2
28,Yes,Travel_Rarely,Research & Development,2,4,Medical,1,599,Male,1,Research Scientist,Single,4382,6,Y,17,80,0,5,3,2,2,1
36,No,Travel_Rarely,Human Resources,13,3,Human Resources,1,600,Male,1,Human Resources,Married,2143,4,Y,13,80,1,8,2,5,0,4
32,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,601,Female,2,Manufacturing Director,Married,6162,1,Y,12,80,1,14,3,14,6,8
40,No,Travel_Frequently,Research & Development,16,4,Medical,1,602,Male,2,Laboratory Technician,Single,5094,6,Y,14,80,0,10,6,1,0,0
30,No,Travel_Rarely,Research & Development,2,3,Medical,1,603,Female,2,Manufacturing Director,Single,6877,5,Y,24,80,0,12,4,0,0,0
45,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,604,Female,1,Research Scientist,Single,2274,1,Y,14,80,0,1,3,1,0,0
42,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1,605,Male,2,Manufacturing Director,Married,4434,1,Y,13,80,1,10,3,9,7,8
38,No,Travel_Frequently,Research & Development,12,3,Life Sciences,1,606,Male,2,Healthcare Representative,Divorced,6288,2,Y,15,80,1,13,3,4,1,2
34,No,Travel_Frequently,Research & Development,16,4,Life Sciences,1,607,Female,1,Research Scientist,Single,2553,1,Y,16,80,0,6,3,5,1,3
49,Yes,Travel_Rarely,Sales,11,3,Marketing,1,608,Female,3,Sales Executive,Married,7654,1,Y,18,80,2,9,3,9,7,7
55,Yes,Travel_Rarely,Sales,2,1,Medical,1,609,Male,2,Sales Executive,Single,5160,4,Y,16,80,0,12,3,9,7,3
43,No,Travel_Rarely,Research & Development,14,2,Life Sciences,1,610,Male,4,Research Director,Married,17159,6,Y,24,80,1,22,3,4,1,0
27,No,Travel_Rarely,Research & Development,5,1,Technical Degree,1,611,Male,3,Research Director,Divorced,12808,1,Y,16,80,1,9,3,9,0,8
35,No,Travel_Rarely,Research & Development,7,3,Other,1,612,Male,3,Manufacturing Director,Single,10221,3,Y,21,80,0,17,3,8,1,6
28,No,Travel_Rarely,Sales,2,4,Marketing,1,613,Female,2,Sales Executive,Married,4779,1,Y,20,80,0,8,2,8,7,5
34,No,Travel_Rarely,Human Resources,3,2,Human Resources,1,614,Male,1,Human Resources,Married,3737,0,Y,19,80,1,4,1,3,0,2
26,Yes,Travel_Frequently,Research & Development,5,2,Medical,1,615,Female,1,Research Scientist,Married,2366,1,Y,14,80,1,8,2,8,1,7
27,No,Non-Travel,Research & Development,3,3,Medical,1,616,Male,1,Research Scientist,Married,1706,1,Y,11,80,3,0,6,0,0,0
51,No,Travel_Rarely,Sales,26,4,Marketing,1,617,Female,4,Manager,Married,16307,2,Y,14,80,1,29,2,20,4,17
44,No,Travel_Rarely,Research & Development,4,3,Medical,1,618,Male,2,Healthcare Representative,Single,5933,9,Y,12,80,0,10,2,5,2,3
25,No,Travel_Rarely,Research & Development,2,1,Medical,1,619,Male,1,Research Scientist,Single,3424,7,Y,13,80,0,6,3,4,0,1
33,No,Travel_Rarely,Sales,1,3,Medical,1,620,Male,2,Sales Executive,Divorced,4037,1,Y,22,80,1,9,5,9,0,8
35,No,Travel_Rarely,Research & Development,27,1,Medical,1,621,Female,1,Research Scientist,Single,2559,1,Y,11,80,0,6,3,6,1,1
36,No,Travel_Rarely,Sales,1,2,Life Sciences,1,622,Male,2,Sales Executive,Married,6201,1,Y,14,80,1,18,1,18,4,11
32,No,Travel_Rarely,Sales,13,4,Life Sciences,1,623,Male,2,Sales Executive,Divorced,4403,2,Y,11,80,1,8,3,5,0,3
30,No,Travel_Frequently,Research & Development,5,4,Life Sciences,1,624,Male,1,Research Scientist,Divorced,3761,9,Y,12,80,1,10,3,5,0,3
53,No,Travel_Rarely,Sales,7,2,Marketing,1,625,Female,3,Sales Executive,Married,10934,7,Y,18,80,1,35,3,5,0,4
45,No,Travel_Rarely,Sales,9,3,Marketing,1,626,Male,3,Sales Executive,Divorced,10761,4,Y,12,80,1,18,2,5,0,2
32,No,Travel_Rarely,Research & Development,8,2,Medical,1,627,Female,2,Research Scientist,Married,5175,5,Y,12,80,1,9,3,5,1,3
52,No,Travel_Frequently,Research & Development,25,4,Medical,1,628,Female,4,Manufacturing Director,Married,13826,3,Y,22,80,0,31,3,9,0,0
37,No,Travel_Rarely,Sales,16,4,Marketing,1,629,Male,2,Sales Executive,Divorced,6334,4,Y,19,80,2,9,2,1,0,0
28,No,Travel_Rarely,Human Resources,8,2,Medical,1,630,Male,1,Human Resources,Divorced,4936,1,Y,13,80,1,6,6,5,0,4
22,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,631,Male,2,Manufacturing Director,Married,4775,6,Y,22,80,2,4,2,2,2,2
44,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,632,Male,1,Laboratory Technician,Married,2818,2,Y,24,80,1,10,2,3,0,2
42,No,Travel_Frequently,Research & Development,2,1,Medical,1,633,Male,1,Research Scientist,Single,2515,5,Y,14,80,0,8,2,2,2,2
36,No,Travel_Rarely,Human Resources,8,3,Life Sciences,1,634,Male,1,Human Resources,Married,2342,0,Y,21,80,0,6,3,5,0,3
25,No,Travel_Rarely,Sales,3,1,Other,1,635,Male,2,Sales Executive,Married,4194,1,Y,18,80,0,5,3,5,0,3
35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,636,Female,3,Manufacturing Director,Married,10685,1,Y,20,80,1,17,2,17,5,15
35,Yes,Travel_Frequently,Research & Development,25,4,Life Sciences,1,637,Female,1,Research Scientist,Divorced,2022,1,Y,19,80,1,10,3,10,7,8
32,No,Non-Travel,Research & Development,1,3,Life Sciences,1,638,Male,1,Laboratory Technician,Divorced,2314,0,Y,12,80,1,4,2,3,0,2
25,No,Travel_Rarely,Sales,4,1,Marketing,1,639,Male,2,Sales Executive,Married,4256,1,Y,12,80,0,5,1,5,0,3
49,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,640,Female,1,Research Scientist,Married,3580,2,Y,16,80,1,7,2,4,0,2
24,No,Non-Travel,Research & Development,4,1,Life Sciences,1,641,Male,1,Laboratory Technician,Married,3162,0,Y,17,80,0,6,2,5,3,4
32,No,Travel_Frequently,Sales,5,2,Life Sciences,1,642,Male,2,Sales Executive,Married,6524,1,Y,14,80,1,10,3,10,5,3
38,No,Travel_Rarely,Sales,9,3,Marketing,1,643,Male,1,Sales Representative,Married,2899,0,Y,19,80,1,3,3,2,1,2
42,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,644,Female,2,Laboratory Technician,Married,5231,2,Y,13,80,1,17,1,5,1,3
31,No,Travel_Rarely,Research & Development,11,4,Life Sciences,1,645,Male,1,Research Scientist,Married,2356,3,Y,19,80,1,8,2,6,0,2
29,Yes,Travel_Rarely,Sales,1,3,Medical,1,646,Female,1,Sales Representative,Divorced,2800,6,Y,19,80,3,5,3,3,0,2
53,No,Travel_Rarely,Sales,8,3,Marketing,1,647,Male,4,Sales Executive,Married,11836,5,Y,14,80,1,28,3,2,2,2
35,No,Travel_Rarely,Research & Development,25,3,Technical Degree,1,648,Male,3,Manufacturing Director,Married,10903,3,Y,16,80,0,16,2,13,4,8
37,No,Travel_Frequently,Sales,21,2,Medical,1,649,Female,1,Sales Representative,Married,2973,5,Y,15,80,1,10,3,5,0,0
53,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,650,Female,4,Research Director,Single,14275,6,Y,18,80,0,33,0,12,3,8
43,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,651,Female,2,Healthcare Representative,Married,5562,4,Y,13,80,1,12,2,5,2,2
47,No,Travel_Rarely,Sales,2,2,Marketing,1,652,Female,2,Sales Executive,Married,4537,0,Y,22,80,1,8,2,7,7,7
37,No,Non-Travel,Sales,19,2,Medical,1,653,Male,3,Sales Executive,Single,7642,1,Y,13,80,0,10,2,10,0,9
50,No,Non-Travel,Research & Development,2,4,Life Sciences,1,654,Male,4,Manager,Divorced,17924,1,Y,11,80,1,31,3,31,14,7
39,No,Travel_Rarely,Human Resources,2,3,Life Sciences,1,655,Female,2,Human Resources,Married,5204,8,Y,11,80,2,13,2,5,0,4
33,No,Travel_Rarely,Human Resources,3,2,Human Resources,1,656,Male,1,Human Resources,Divorced,2277,3,Y,11,80,1,7,4,4,0,3
32,Yes,Travel_Rarely,Research & Development,25,4,Life Sciences,1,657,Male,1,Laboratory Technician,Single,2795,1,Y,24,80,0,1,2,1,0,1
29,No,Travel_Rarely,Research & Development,7,1,Medical,1,658,Female,1,Laboratory Technician,Divorced,2532,6,Y,14,80,3,8,5,4,0,3
44,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,659,Male,1,Research Scientist,Married,2559,1,Y,13,80,0,8,0,8,7,1
28,No,Travel_Rarely,Sales,5,4,Medical,1,660,Male,2,Sales Executive,Single,4908,1,Y,14,80,0,4,3,4,0,2
58,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1,661,Male,1,Laboratory Technician,Divorced,2380,9,Y,14,80,1,3,3,1,0,0
43,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,662,Female,2,Manufacturing Director,Divorced,4765,4,Y,21,80,1,4,2,1,0,0
20,Yes,Travel_Rarely,Sales,2,3,Medical,1,663,Female,1,Sales Representative,Single,2044,1,Y,13,80,0,2,3,2,0,2
21,Yes,Travel_Rarely,Research & Development,18,1,Other,1,664,Female,1,Research Scientist,Single,2693,1,Y,19,80,0,1,3,1,0,0
36,No,Travel_Rarely,Research & Development,14,1,Life Sciences,1,665,Male,2,Healthcare Representative,Married,6586,0,Y,17,80,1,17,2,16,4,11
47,No,Travel_Rarely,Sales,2,4,Life Sciences,1,666,Female,1,Sales Representative,Single,3294,1,Y,18,80,0,3,3,3,1,2
22,Yes,Travel_Rarely,Research & Development,3,1,Life Sciences,1,667,Female,2,Manufacturing Director,Married,4171,0,Y,19,80,1,4,3,3,0,2
41,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,668,Female,1,Laboratory Technician,Divorced,2778,4,Y,13,80,1,10,1,7,1,0
28,No,Travel_Rarely,Research & Development,9,3,Medical,1,669,Female,1,Research Scientist,Divorced,2377,5,Y,18,80,1,6,2,2,2,2
39,Yes,Travel_Rarely,Research & Development,6,3,Medical,1,670,Male,1,Laboratory Technician,Married,2404,7,Y,21,80,0,8,2,2,2,2
27,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,671,Female,1,Research Scientist,Single,2318,1,Y,19,80,0,1,2,1,0,0
34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,672,Male,1,Laboratory Technician,Divorced,2008,1,Y,14,80,2,1,3,1,1,0
42,No,Travel_Rarely,Sales,14,2,Medical,1,673,Female,2,Sales Executive,Single,6244,7,Y,17,80,0,10,6,5,0,3
33,No,Travel_Rarely,Research & Development,1,4,Other,1,674,Male,1,Research Scientist,Single,2799,3,Y,11,80,0,6,1,3,0,2
58,No,Travel_Rarely,Research & Development,5,3,Technical Degree,1,675,Female,3,Healthcare Representative,Divorced,10552,2,Y,13,80,1,24,3,6,0,4
31,No,Travel_Rarely,Sales,7,4,Life Sciences,1,676,Male,1,Sales Representative,Married,2329,3,Y,15,80,0,13,2,7,5,2
35,No,Travel_Rarely,Research & Development,21,1,Life Sciences,1,677,Female,2,Healthcare Representative,Married,4014,1,Y,25,80,1,10,2,10,0,7
49,No,Travel_Rarely,Research & Development,8,2,Other,1,678,Female,3,Laboratory Technician,Married,7403,4,Y,11,80,1,29,3,26,1,7
48,No,Travel_Rarely,Research & Development,20,4,Medical,1,679,Male,1,Research Scientist,Married,2259,4,Y,17,80,2,13,2,0,0,0
31,No,Non-Travel,Sales,20,2,Marketing,1,680,Female,2,Sales Executive,Married,6932,1,Y,13,80,1,9,2,9,0,0
36,No,Travel_Rarely,Research & Development,7,4,Other,1,681,Male,1,Research Scientist,Single,4678,2,Y,18,80,0,8,6,6,0,1
38,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,682,Female,3,Research Director,Married,13582,1,Y,13,80,1,15,3,15,5,11
32,No,Non-Travel,Research & Development,1,3,Life Sciences,1,683,Female,1,Laboratory Technician,Married,2332,6,Y,20,80,0,5,3,3,0,2
25,Yes,Travel_Rarely,Sales,19,2,Marketing,1,684,Male,1,Sales Representative,Married,2413,1,Y,18,80,3,1,2,1,0,0
40,No,Travel_Rarely,Sales,10,4,Marketing,1,685,Male,3,Sales Executive,Divorced,9705,2,Y,12,80,1,11,2,1,0,0
26,No,Travel_Frequently,Sales,1,3,Medical,1,686,Male,2,Sales Executive,Single,4294,1,Y,12,80,0,7,2,7,0,7
41,No,Travel_Rarely,Research & Development,6,3,Medical,1,687,Male,1,Laboratory Technician,Single,4721,2,Y,13,80,0,20,3,18,2,17
36,No,Travel_Rarely,Research & Development,2,4,Medical,1,688,Male,1,Laboratory Technician,Single,2519,4,Y,21,80,0,16,6,11,3,9
19,Yes,Travel_Rarely,Sales,21,3,Other,1,689,Male,1,Sales Representative,Single,2121,1,Y,13,80,0,1,3,1,0,0
20,Yes,Travel_Rarely,Research & Development,4,3,Technical Degree,1,690,Male,1,Laboratory Technician,Single,2973,1,Y,19,80,0,1,2,1,0,0
31,No,Travel_Rarely,Research & Development,12,3,Medical,1,691,Female,2,Healthcare Representative,Married,5855,0,Y,11,80,2,10,2,9,8,5
40,No,Travel_Frequently,Research & Development,9,4,Medical,1,692,Male,1,Research Scientist,Divorced,3617,8,Y,14,80,1,3,2,1,0,0
32,No,Travel_Rarely,Research & Development,3,4,Medical,1,693,Female,2,Manufacturing Director,Married,6725,1,Y,12,80,1,8,2,8,6,3
36,Yes,Travel_Rarely,Sales,3,1,Life Sciences,1,694,Male,3,Sales Executive,Married,10325,1,Y,11,80,1,16,6,16,3,7
33,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,695,Female,2,Healthcare Representative,Single,6949,0,Y,14,80,0,6,3,5,1,4
37,Yes,Travel_Rarely,Sales,1,4,Life Sciences,1,696,Male,3,Sales Executive,Married,10609,5,Y,11,80,0,17,2,14,11,7
45,No,Non-Travel,Research & Development,4,2,Life Sciences,1,697,Male,2,Laboratory Technician,Married,4447,1,Y,12,80,0,9,5,9,0,8
29,No,Travel_Frequently,Sales,20,3,Technical Degree,1,698,Female,1,Sales Representative,Married,2157,1,Y,15,80,1,3,5,3,0,2
35,No,Travel_Rarely,Sales,18,3,Medical,1,699,Female,2,Sales Executive,Married,4601,1,Y,16,80,0,5,3,5,1,0
52,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,700,Male,4,Manager,Married,17099,2,Y,15,80,1,26,2,9,7,8
58,Yes,Travel_Rarely,Research & Development,2,3,Technical Degree,1,701,Male,1,Research Scientist,Single,2479,4,Y,24,80,0,7,4,1,0,0
53,No,Travel_Rarely,Sales,2,2,Medical,1,702,Male,4,Manager,Divorced,14852,6,Y,13,80,1,22,3,17,15,2
30,No,Travel_Rarely,Sales,8,2,Other,1,703,Male,3,Sales Executive,Divorced,7264,5,Y,11,80,1,10,2,8,7,7
38,No,Non-Travel,Sales,10,3,Technical Degree,1,704,Female,2,Sales Executive,Single,5666,1,Y,13,80,0,6,1,5,1,3
35,No,Travel_Rarely,Sales,3,4,Life Sciences,1,705,Male,3,Sales Executive,Divorced,7823,6,Y,13,80,1,12,2,10,0,8
39,No,Travel_Rarely,Sales,2,5,Life Sciences,1,706,Male,3,Sales Executive,Single,7880,0,Y,18,80,0,9,3,8,0,7
40,Yes,Non-Travel,Sales,24,3,Life Sciences,1,707,Female,4,Sales Executive,Single,13194,4,Y,16,80,0,22,2,1,0,0
47,No,Travel_Frequently,Research & Development,16,4,Medical,1,708,Male,2,Manufacturing Director,Divorced,5067,1,Y,19,80,0,20,3,19,2,7
36,No,Non-Travel,Sales,8,4,Technical Degree,1,709,Male,2,Sales Executive,Divorced,5079,4,Y,13,80,2,12,3,7,0,7
31,Yes,Non-Travel,Research & Development,9,2,Medical,1,710,Male,1,Research Scientist,Single,2321,0,Y,22,80,0,4,0,3,1,2
33,No,Non-Travel,Sales,17,3,Life Sciences,1,711,Male,4,Manager,Single,17444,1,Y,11,80,0,10,2,10,6,0
29,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,712,Female,1,Research Scientist,Single,2404,6,Y,20,80,0,3,5,0,0,0
33,No,Travel_Rarely,Research & Development,13,1,Life Sciences,1,713,Female,1,Research Scientist,Single,3452,3,Y,18,80,0,5,4,3,0,2
45,No,Travel_Rarely,Research & Development,1,4,Medical,1,714,Female,1,Laboratory Technician,Divorced,2270,3,Y,14,80,2,8,2,5,0,2
50,No,Travel_Rarely,Research & Development,1,2,Medical,1,715,Male,4,Research Director,Divorced,17399,9,Y,22,80,1,32,1,5,1,3
33,No,Travel_Frequently,Research & Development,1,4,Other,1,716,Female,2,Healthcare Representative,Married,5488,1,Y,13,80,1,6,2,6,1,2
41,No,Travel_Frequently,Research & Development,9,3,Medical,1,717,Male,5,Research Director,Divorced,19419,2,Y,17,80,1,21,2,18,0,11
27,No,Travel_Rarely,Research & Development,16,4,Technical Degree,1,718,Female,1,Laboratory Technician,Married,2811,9,Y,14,80,1,4,2,2,2,2
45,No,Non-Travel,Research & Development,23,2,Life Sciences,1,719,Male,2,Laboratory Technician,Married,3633,1,Y,15,80,1,9,2,9,0,8
47,No,Travel_Rarely,Sales,4,2,Life Sciences,1,720,Female,2,Sales Executive,Single,4163,1,Y,17,80,0,9,0,9,0,7
30,Yes,Travel_Rarely,Research & Development,22,3,Life Sciences,1,721,Female,1,Research Scientist,Married,2132,4,Y,11,80,0,7,2,5,0,1
50,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,722,Male,4,Manufacturing Director,Married,13973,3,Y,18,80,1,22,2,12,1,5
38,No,Travel_Frequently,Research & Development,10,1,Medical,1,723,Male,1,Research Scientist,Married,2684,0,Y,17,80,1,3,0,2,0,2
46,No,Travel_Rarely,Research & Development,7,2,Medical,1,724,Male,3,Manufacturing Director,Divorced,10845,6,Y,13,80,1,13,3,8,0,7
24,No,Travel_Rarely,Research & Development,17,1,Medical,1,725,Female,2,Manufacturing Director,Divorced,4377,1,Y,15,80,2,5,6,4,3,2
35,Yes,Travel_Rarely,Research & Development,14,4,Other,1,726,Male,1,Laboratory Technician,Divorced,3743,1,Y,24,80,1,5,2,4,0,2
31,No,Travel_Frequently,Research & Development,1,1,Life Sciences,1,727,Female,2,Manufacturing Director,Married,4148,1,Y,12,80,1,4,1,4,0,3
18,No,Non-Travel,Research & Development,5,2,Life Sciences,1,728,Male,1,Research Scientist,Single,1051,1,Y,15,80,0,0,2,0,0,0
54,No,Travel_Rarely,Research & Development,17,3,Technical Degree,1,729,Female,3,Manufacturing Director,Married,10739,8,Y,11,80,1,22,2,10,0,8
35,No,Travel_Rarely,Research & Development,25,4,Medical,1,730,Female,3,Healthcare Representative,Divorced,10388,1,Y,11,80,1,16,3,16,10,1
30,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,731,Female,3,Research Director,Married,11416,0,Y,12,80,3,9,4,8,1,7
20,Yes,Travel_Rarely,Research & Development,11,3,Medical,1,732,Female,1,Research Scientist,Single,2600,1,Y,15,80,0,1,2,1,0,0
